t,u1,y,ysp
2.5,34.3,1.12,1.12
5,34.315,1.1197,1.12
7.5,34.339,1.1195,1.12
10,34.369,1.1192,1.12
12.5,34.401,1.119,1.12
15,34.433,1.1188,1.12
17.5,34.463,1.1186,1.12
20,34.491,1.1185,1.12
22.5,34.516,1.1183,1.12
25,34.536,1.1181,1.12
27.5,34.554,1.1179,1.12
30,34.567,1.1178,1.12
32.5,34.578,1.1177,1.12
35,34.586,1.1175,1.12
37.5,34.591,1.1174,1.12
40,34.595,1.1174,1.12
42.5,34.596,1.1173,1.12
45,34.597,1.1173,1.12
47.5,34.596,1.1173,1.12
50,34.595,1.1173,1.12
52.5,18.295,1.1173,0.8
55,6.5205,1.1174,0.8
57.5,21.381,1.1175,0.8
60,18.701,1.1175,0.8
62.5,16.487,1.1176,0.8
65,16.943,1.1304,0.8
67.5,15.482,1.1486,0.8
70,8.572,1.1491,0.8
72.5,6.8343,1.1501,0.8
75,2.9486,1.151,0.8
77.5,0,1.1492,0.8
80,0,1.147,0.8
82.5,0,1.1484,0.8
85,0,1.1481,0.8
87.5,0,1.1477,0.8
90,0,1.1461,0.8
92.5,0,1.1407,0.8
95,0,1.1319,0.8
97.5,0,1.1204,0.8
100,0.027378,1.1064,0.8
102.5,0.88021,1.0903,0.8
105,2.4752,1.0726,0.8
107.5,4.7205,1.0533,0.8
110,7.4942,1.0329,0.8
112.5,10.622,1.0115,0.8
115,13.89,0.98872,0.8
117.5,17.041,0.9645,0.8
120,19.819,0.93898,0.8
122.5,22.036,0.91256,0.8
125,23.61,0.88581,0.8
127.5,10.139,0.85947,0.8
130,14.86,0.83435,0.8
132.5,18.405,0.8113,0.8
135,20.919,0.79101,0.8
137.5,22.549,0.774,0.8
140,23.455,0.76826,0.8
142.5,23.782,0.76008,0.8
145,23.661,0.75131,0.8
147.5,23.204,0.74326,0.8
150,22.509,0.73677,0.8
152.5,21.657,0.73231,0.8
155,20.718,0.73003,0.8
157.5,19.752,0.7299,0.8
160,3.0122,0.73173,0.8
162.5,6.8887,0.73526,0.8
165,10.031,0.74018,0.8
167.5,12.51,0.74615,0.8
170,14.405,0.75285,0.8
172.5,15.829,0.76823,0.8
175,16.841,0.77766,0.8
177.5,17.504,0.78285,0.8
180,17.88,0.78518,0.8
182.5,18.027,0.78575,0.8
185,18.001,0.78537,0.8
187.5,17.847,0.78462,0.8
190,17.608,0.78391,0.8
192.5,17.317,0.78351,0.8
195,17.002,0.78355,0.8
197.5,16.685,0.78409,0.8
200,16.383,0.78511,0.8
202.5,16.106,0.78656,0.8
205,15.862,0.78836,0.8
207.5,15.656,0.79041,0.8
210,15.487,0.79262,0.8
212.5,15.356,0.7949,0.8
215,15.259,0.79715,0.8
217.5,15.192,0.79932,0.8
220,15.153,0.80134,0.8
222.5,15.135,0.80317,0.8
225,15.136,0.80478,0.8
227.5,15.149,0.80615,0.8
230,15.173,0.80729,0.8
232.5,15.203,0.80818,0.8
235,15.236,0.80885,0.8
237.5,15.271,0.80931,0.8
240,15.305,0.80959,0.8
242.5,15.338,0.80969,0.8
245,15.367,0.80965,0.8
247.5,15.393,0.80949,0.8
250,34.3,0.80924,0.8
